種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩
建物,◆美邸！リフォーム箇所多数◆小学校歩5分！♪H27年築の離れあり！,1290.0,岐阜県各務原市新鵜沼台１,ＪＲ高山本線「鵜沼」徒歩15分,5DK,200.83,107.8,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77283824/,2026-02-01,50.37,ＪＲ高山本線,鵜沼,15.0
建物,【静かで落ち着いた住宅街】プライベート空間もしっかり確保できる5LDK,1350.0,岐阜県岐阜市岩井,名鉄各務原線「細畑」車11.2km,5LDK,242.1,114.26,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20036907/,2026-02-01,37.11,名鉄各務原線,細畑,
建物,【最寄りバス停まで徒歩約4分◎】プライベートもしっかり確保出来る6DK♪,1380.0,岐阜県岐阜市則武東４,名鉄名古屋本線「名鉄岐阜」車4.8km,6LDK,134.87,142.71,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79043001/,2026-02-01,33.53,名鉄名古屋本線,名鉄岐阜,
建物,【見学可能】床暖房付き！全居室6帖以上♪全室収納付きで納戸もあります！,1380.0,岐阜県各務原市鵜沼古市場町３,名鉄各務原線「鵜沼宿」徒歩15分,4LDK+S,188.68,119.64,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_74607994/,2026-02-01,28.19,名鉄各務原線,鵜沼宿,15.0
建物,【パナホーム愛岐】パナソニックホームズの中古物件！,1380.0,岐阜県各務原市松が丘７,名鉄各務原線「羽場」徒歩18分,6LDK,182.88,143.22,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_73590547/,2026-02-01,32.78,名鉄各務原線,羽場,18.0
建物,80坪以上の広い敷地！お買い物に便利な立地。10DKのゆとりある間取りです,1397.0,岐阜県岐阜市領下,名鉄各務原線「細畑」徒歩12分,10DK,288.55,78.01,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78287277/,2026-02-01,60.55,名鉄各務原線,細畑,12.0
建物,【見学会開催】内外装リフォーム済／耐震工事／水回り交換／駐車2台可／東南,1449.0,岐阜県岐阜市日置江195-21,ＪＲ東海道本線「西岐阜」徒歩55分,4LDK,156.69,118.19,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78404646/,2026-02-01,46.96,ＪＲ東海道本線,西岐阜,55.0
建物,4LDK＋2S◎中古戸建◎リフォームも承ります,1480.0,岐阜県岐阜市日野南７,ＪＲ高山本線「長森」車3.9km,5LDK+2S,185.0,209.77,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77835616/,2026-02-01,33.44,ＪＲ高山本線,長森,
建物,【全居室収納つき◎】南向きで日当たり良好です♪,1480.0,岐阜県瑞穂市祖父江,ＪＲ東海道本線「穂積」車2.4km,4LDK+S,173.29,118.41,,https://suumo.jp/chukoikkodate/gifu/sc_mizuho/nc_78196350/,2026-02-01,30.02,ＪＲ東海道本線,穂積,
建物,【5LDKのゆとりある間取り】プライベート空間もしっかり確保できる◎,1490.0,岐阜県岐阜市長良葵町２,名鉄名古屋本線「名鉄岐阜」車4.9km,5LDK,151.96,108.32,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79138885/,2026-02-01,44.03,名鉄名古屋本線,名鉄岐阜,
建物,【2025年リフォーム完了！】両面バルコニーで通風・採光良好◎,1499.0,岐阜県岐阜市日置江,ＪＲ東海道本線「穂積」徒歩53分,3LDK,150.08,97.58,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77689562/,2026-02-01,29.86,ＪＲ東海道本線,穂積,53.0
建物,◆内覧予約受付中◆リフォーム済物件！カーポート付き♪両面道路で日当たり良…,1499.0,岐阜県岐阜市日置江,ＪＲ東海道本線「穂積」徒歩52分,3LDK,150.08,97.58,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79067281/,2026-02-01,29.86,ＪＲ東海道本線,穂積,52.0
建物,【事前予約で内覧可】対面キッチンで家族団らん時間！JR名鉄2路線利用◎,1500.0,岐阜県各務原市鵜沼台４,ＪＲ高山本線「鵜沼」徒歩13分,4LDK+S,135.4,125.03,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031296/,2026-02-01,28.94,ＪＲ高山本線,鵜沼,13.0
建物,広い敷地約124坪！内装はリノベーション済で新生活が送れます！,1598.0,岐阜県岐阜市日野東６,ＪＲ高山本線「長森」徒歩57分,2LDK+S,412.58,90.74,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78435704/,2026-02-01,56.63,ＪＲ高山本線,長森,57.0
建物,◆50坪超え◆広々7LDK◆和室◆広縁◆角地◆収納豊富◆陽当り通風良好◆,1600.0,岐阜県岐阜市鷺山字中洙,名鉄各務原線「名鉄岐阜」徒歩65分,7LDK+S,265.87,213.19,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79026188/,2026-02-01,42.37,名鉄各務原線,名鉄岐阜,65.0
建物,◆内覧予約受付中◆リフォーム済み♪教育施設や公共施設近く！子育て環境良好♪,1680.0,岐阜県岐阜市西野町２,名鉄名古屋本線「名鉄岐阜」徒歩27分,4LDK,94.97,111.88,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78336379/,2026-02-01,43.28,名鉄名古屋本線,名鉄岐阜,27.0
建物,＼パナソニックホームズの地震に強い家／＼ガーデニングを楽しめる素敵な庭／,1680.0,岐阜県各務原市東山４,ＪＲ高山本線「蘇原」徒歩53分,4LDK,205.4,118.87,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78571923/,2026-02-01,26.78,ＪＲ高山本線,蘇原,53.0
建物,【見学会開催】【内外装リフォーム済】年度内入居可。ミサワホーム様施工の住,1680.0,岐阜県岐阜市洞970-2,樽見鉄道「糸貫」徒歩99分,5LDK+S,205.34,155.61,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77740946/,2026-02-01,31.19,樽見鉄道,糸貫,99.0
建物,【全室南向き◎】車種により並列4台駐車可能です♪,1750.0,岐阜県岐阜市旦島中町２,ＪＲ東海道本線「西岐阜」車5.2km,4LDK,173.73,99.38,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20061259/,2026-02-01,10.18,ＪＲ東海道本線,西岐阜,
建物,◆前面道路は広々約6.0ｍ♪◆敷地内庭付きでガーデニングや家庭菜園可能！,1780.0,岐阜県羽島市福寿町平方,名鉄羽島線「新羽島」徒歩17分,4LLDDKK,246.19,193.33,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_76906725/,2026-02-01,32.78,名鉄羽島線,新羽島,17.0
建物,◆内覧可能◆平屋の鉄筋コンクリート造！周辺環境充実♪,1790.0,岐阜県各務原市那加織田町２,名鉄各務原線「各務原市役所前」徒歩6分,3LDK+S,233.78,119.07,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77283818/,2026-02-01,48.96,名鉄各務原線,各務原市役所前,6.0
建物,◆積水ハウス施工住宅◆太陽光発電システム搭載、EV充電設備も備えた将来性◎,1800.0,岐阜県各務原市鵜沼古市場町２,名鉄各務原線「鵜沼宿」徒歩9分,5LDK,215.43,122.98,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79180471/,2026-02-01,22.02,名鉄各務原線,鵜沼宿,9.0
建物,■大型ガレージのある住まい■土地76坪■5LDKL■オール電化住宅,1800.0,岐阜県岐阜市芋島４,名鉄各務原線「高田橋」徒歩10分,5LDK,252.0,118.41,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20061694/,2026-02-01,31.53,名鉄各務原線,高田橋,10.0
建物,南向きパナソニック製太陽光パネル７kW設置◆アピタ徒歩約12分◆全室に収納,1880.0,岐阜県各務原市鵜沼各務原町９,名鉄各務原線「名電各務原」徒歩18分,4LDK,184.57,112.61,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78529946/,2026-02-01,25.52,名鉄各務原線,名電各務原,18.0
建物,【見学会開催】【水回り新品交換済】3階建ての8LDK。お車で4分（1700ｍ）に大,1950.0,岐阜県岐阜市木田1526-7,ＪＲ東海道本線「西岐阜」徒歩74分,7LDK+S,193.17,253.31,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77337559/,2026-02-01,29.02,ＪＲ東海道本線,西岐阜,74.0
建物,那加駅徒歩10分！床下収納でストックも安心！2F全室WIC完備,1960.0,岐阜県各務原市那加新田町２,名鉄各務原線「新那加」徒歩10分,3LDK,88.62,78.04,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78974661/,2026-02-01,1.42,名鉄各務原線,新那加,10.0
建物,【南向きバルコニー◎】納戸+全居室収納で物が多い方も安心です♪,1980.0,岐阜県岐阜市上土居４,ＪＲ東海道本線「岐阜」車6.1km,4LDK+S,200.5,114.27,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20082559/,2026-02-01,18.77,ＪＲ東海道本線,岐阜,
建物,太陽光・蓄電池システムつき！全居室6帖以上のゆとりの間取りです♪,2080.0,岐阜県羽島郡岐南町徳田,名鉄名古屋本線「笠松」徒歩10分,4LDK,150.62,115.1,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_20008098/,2026-02-01,17.6,名鉄名古屋本線,笠松,10.0
建物,【リフォーム完成・内覧受付中】◆事業用兼居宅に最適！◆築浅美邸♪駐車場多！,2090.0,岐阜県各務原市鵜沼羽場町３,名鉄各務原線「羽場」徒歩5分,2LDK,163.24,102.68,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77486046/,2026-02-01,8.51,名鉄各務原線,羽場,5.0
建物,■当社限定特典有、即日案内可能！■頭金０円、他借入もおまとめローン可能！,2099.0,岐阜県各務原市蘇原東栄町２,ＪＲ高山本線「蘇原」徒歩9分,5LDK,161.06,134.14,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77985541/,2026-02-01,29.36,ＪＲ高山本線,蘇原,9.0
建物,◇広々５LDK◆駐車2台可◇小・中学校徒歩圏内・周辺環境充実,2099.0,岐阜県各務原市蘇原東栄町２,ＪＲ高山本線「蘇原」徒歩9分,5LDK,161.06,134.14,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78408491/,2026-02-01,29.36,ＪＲ高山本線,蘇原,9.0
建物,【内覧可能】駅徒歩圏内で通勤・通学に便利！2階は洋室3部屋＋収納充実！,2099.0,岐阜県各務原市蘇原東栄町２,ＪＲ高山本線「蘇原」徒歩9分,5LDK,161.06,134.14,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77951700/,2026-02-01,29.36,ＪＲ高山本線,蘇原,9.0
建物,【見学会開催】【水回り新品交換予定】南側庭スペースあり。お車で4分（1800,2099.0,岐阜県岐阜市日光町６-12-1,名鉄名古屋本線「名鉄岐阜」徒歩45分,5LDK+S,245.1,143.63,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78654772/,2026-02-01,42.12,名鉄名古屋本線,名鉄岐阜,45.0
建物,◆内覧予約受付中◆７ＬＤＫ！大家族にもうれしい間取♪小中学校徒歩１０分圏…,2100.0,岐阜県岐阜市芥見長山２,ＪＲ東海道本線「岐阜」バス33分停歩5分,7LDK+2S,384.31,231.03,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78691393/,2026-02-01,40.78,ＪＲ東海道本線,岐阜,
建物,1階和室×LDK16帖の4LDK。収納豊富で家族みんなが快適に暮らせるお家,2298.0,岐阜県各務原市蘇原野口町３,ＪＲ高山本線「蘇原」徒歩13分,4LDK,149.45,105.98,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031303/,2026-02-01,17.1,ＪＲ高山本線,蘇原,13.0
建物,◇室内状態良好♪◆駐車スペース2台有♪◇小学校徒歩5分圏内♪,2299.0,岐阜県岐阜市中洲町,名鉄名古屋本線「茶所」徒歩8分,4LDK,127.89,98.54,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79101098/,2026-02-01,16.43,名鉄名古屋本線,茶所,8.0
建物,店舗併用住宅！二世帯や賃貸など多用途に活用可能！小中学校徒歩１０分圏内♪,2300.0,岐阜県岐阜市大福町５,ＪＲ東海道本線「岐阜」バス27分停歩4分,2DK,145.94,258.58,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79031334/,2026-02-01,34.36,ＪＲ東海道本線,岐阜,
建物,【フルリノベーション済！】ファミリクローゼットや土間収納など収納豊富◎,2380.0,岐阜県岐阜市河渡,ＪＲ東海道本線「穂積」徒歩31分,3LDK,278.86,130.83,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77689569/,2026-02-01,47.28,ＪＲ東海道本線,穂積,31.0
建物,家を売るのも買うのも、ハウスドゥ岐阜東にお任せください♪,2380.0,岐阜県羽島郡笠松町門前町,名鉄竹鼻線「西笠松」徒歩4分,7LDK,408.6,190.57,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_20095003/,2026-02-01,30.44,名鉄竹鼻線,西笠松,4.0
建物,◆カーライフを満喫出来る駐車場2台付き♪◆安心の前面道路が約6m以上！,2399.0,岐阜県羽島市小熊町天王４,名鉄竹鼻線「竹鼻」徒歩24分,4LDK,138.01,106.32,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_77080097/,2026-02-01,29.78,名鉄竹鼻線,竹鼻,24.0
建物,自宅＋収益の併用住宅！二世帯・三世帯にも♪生活施設が充実しており立地も◎,2400.0,岐阜県岐阜市早田本町３,ＪＲ東海道本線「岐阜」バス14分停歩9分,4LDK,313.22,658.06,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79024908/,2026-02-01,52.62,ＪＲ東海道本線,岐阜,
建物,【見学可能】大和ハウス施工物件！駐車3台可能♪収納たっぷりの美邸♪,2480.0,岐阜県各務原市蘇原清住町４,ＪＲ高山本線「蘇原」徒歩42分,4LDK,199.78,107.85,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78780811/,2026-02-01,13.68,ＪＲ高山本線,蘇原,42.0
建物,【内覧可能！】◎まどり変更可能！◎ロフトつき！◎駐車台数3台可能！,2490.0,岐阜県各務原市鵜沼羽場町２,名鉄各務原線「羽場」徒歩12分,4LDK,246.17,159.81,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78390920/,2026-02-01,21.68,名鉄各務原線,羽場,12.0
建物,◆土地81坪、庭付き物件♪◇駐車スペース2台有♪◆全居室南向き♪,2599.0,岐阜県岐阜市長良南陽町２,ＪＲ東海道本線「岐阜」バス19分停歩4分,3LDK+S,271.06,136.42,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78900034/,2026-02-01,32.44,ＪＲ東海道本線,岐阜,
建物,◆トヨタホームの中古住宅◆地盤改良杭にて強化◆カーポート有！◆広いWIC♪,2600.0,岐阜県各務原市那加野畑町２,名鉄各務原線「新那加」徒歩13分,4LDK,174.95,123.65,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78891407/,2026-02-01,18.94,名鉄各務原線,新那加,13.0
建物,◆エサキホーム施工の築浅美邸◆駐車台数３台可能◆太陽光付き◆オール電化物件,2730.0,岐阜県各務原市桜木町４,ＪＲ高山本線「鵜沼」徒歩17分,5LDK,184.68,135.8,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77302626/,2026-02-01,8.84,ＪＲ高山本線,鵜沼,17.0
建物,【全室南向き◎】全居室収納付きの3LDKです♪,2750.0,岐阜県岐阜市茜部辰新１,名鉄竹鼻線「笠松」徒歩17分,3LDK,92.12,75.23,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79220085/,2026-02-01,4.25,名鉄竹鼻線,笠松,17.0
建物,●新春キャンペーン実施中！岐阜市茜部エリアに２０２１年完成の美邸が新登場で,2750.0,岐阜県岐阜市茜部辰新１,名鉄名古屋本線「笠松」徒歩14分,3LDK,92.12,75.23,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78837380/,2026-02-01,4.93,名鉄名古屋本線,笠松,14.0
建物,LDK＋2階洋室3部屋の構成で、少人数～ファミリーまで暮らしやすいお家です,2770.0,岐阜県各務原市緑苑北２,ＪＲ高山本線「鵜沼」徒歩29分,3LDK,210.94,88.03,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031300/,2026-02-01,48.28,ＪＲ高山本線,鵜沼,29.0
建物,【内覧可能】◆食洗機完備！◆築浅美邸！◆床暖房・太陽光発電システムあり！,2780.0,岐阜県各務原市那加桜町３,名鉄各務原線「各務原市役所前」徒歩8分,3LDK,165.32,97.7,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77043695/,2026-02-01,8.42,名鉄各務原線,各務原市役所前,8.0
建物,＼駅近物件・快適なアクセス☆市役所前まで徒歩８分／＼太陽光・床暖房☆エコで,2780.0,岐阜県各務原市那加桜町３,名鉄各務原線「各務原市役所前」徒歩8分,3LDK,165.32,97.7,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_77144141/,2026-02-01,8.42,名鉄各務原線,各務原市役所前,8.0
建物,【内覧できます】部屋数多の大型住宅！市役所前駅徒歩圏＋生活利便性の高い立地,2850.0,岐阜県各務原市入会町３,名鉄各務原線「各務原市役所前」徒歩12分,8LDK,513.62,325.97,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79230552/,2026-02-01,52.29,名鉄各務原線,各務原市役所前,12.0
建物,◆南東道路角地◆敷地面積６０坪◆大丸開発施工！◆延床面積40坪超◆築１３年,2850.0,岐阜県各務原市鵜沼朝日町２,名鉄各務原線「名電各務原」徒歩20分,4LDK,198.4,134.97,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78616867/,2026-02-01,13.26,名鉄各務原線,名電各務原,20.0
建物,岐南町八剣北の6LDKの中古戸建！積水ハウスの軽量鉄骨造です！,2880.0,岐阜県羽島郡岐南町八剣北３,名鉄各務原線「細畑」徒歩11分,6LDK,237.77,188.48,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78959289/,2026-02-01,34.44,名鉄各務原線,細畑,11.0
建物,■リフォーム済み■南向きの広々LDK♪並列2台駐車可！,2899.0,岐阜県岐阜市日野南８,名鉄各務原線「高田橋」徒歩47分,4LDK+S,295.06,175.31,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78672038/,2026-02-01,34.11,名鉄各務原線,高田橋,47.0
建物,【イワタ建設の注文住宅♪】LDK21帖◎天井が高く家族でゆったり過ごせます,2980.0,岐阜県岐阜市花月町２,名鉄各務原線「田神」徒歩25分,4LDK+2S,195.6,139.4,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20007787/,2026-02-01,18.27,名鉄各務原線,田神,25.0
建物,【南西角地◎】アイデザインホーム施工の注文住宅です♪,2980.0,岐阜県岐阜市日野東２,名鉄各務原線「細畑」車5.2km,3LDK,198.98,87.15,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79060226/,2026-02-01,7.01,名鉄各務原線,細畑,
建物,【内覧可能】築浅平屋◆新鵜沼駅歩６分◆愛知岐阜アクセス◎鵜沼第一小歩９分,3000.0,岐阜県各務原市鵜沼南町３,名鉄各務原線「新鵜沼」徒歩5分,3DK,200.14,99.37,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78874779/,2026-02-01,5.76,名鉄各務原線,新鵜沼,5.0
建物,◆南向きリビング　◇並列駐車場3台分◆各階トイレ付,3080.0,岐阜県羽島市舟橋町２,名鉄羽島線「新羽島」徒歩8分,3LDK+S,208.87,119.45,,https://suumo.jp/chukoikkodate/gifu/sc_hashima/nc_77806788/,2026-02-01,2.84,名鉄羽島線,新羽島,8.0
建物,太陽光×蓄電池搭載！エスバイエル施工の二世帯住宅♪４台駐車可能！,3150.0,岐阜県瑞穂市本田,ＪＲ東海道本線「穂積」徒歩29分,5LDK,201.31,159.82,,https://suumo.jp/chukoikkodate/gifu/sc_mizuho/nc_79031336/,2026-02-01,9.59,ＪＲ東海道本線,穂積,29.0
建物,【全居室収納付き◎】令和4年4月完成の築浅物件です♪,3180.0,岐阜県岐阜市春近古市場南,名鉄各務原線「田神」車13.1km,3LDK,304.41,110.75,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77868505/,2026-02-01,3.84,名鉄各務原線,田神,
建物,◆築９年良コンディション物件◆モデルハウス仕様の建物◆普通車３台並列可能,3180.0,岐阜県羽島郡岐南町徳田５,名鉄名古屋本線「岐南」徒歩20分,4LDK,192.13,132.96,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78616866/,2026-02-01,10.76,名鉄名古屋本線,岐南,20.0
建物,【岐阜清流中学校まで約2分！】オール電化のエサキホーム施工物件です♪,3280.0,岐阜県岐阜市日光町８,ＪＲ東海道本線「岐阜」車3.7km,5LDK,210.25,137.45,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78968595/,2026-02-01,7.68,ＪＲ東海道本線,岐阜,
建物,◇住宅ローン控除適用可♪◆駐車2台可（屋根付）♪◇徒歩圏内商業施設有♪,3499.0,岐阜県岐阜市上土居４,岐阜バス「福光3丁目」徒歩5分,4LDK+S,201.93,110.75,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78966817/,2026-02-01,7.76,岐阜バス,福光3丁目,5.0
建物,セキスイハイム施工のオール電化住宅！７２坪超の広々敷地♪３台以上駐車可能！,3500.0,岐阜県岐阜市御望２,樽見鉄道「糸貫」徒歩58分,3LDK,238.22,110.28,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79060423/,2026-02-01,7.93,樽見鉄道,糸貫,58.0
建物,◆築２年のおしゃれなデザイン住宅◆付加価値のつまった室内、空間☆ 一見の価,3700.0,岐阜県各務原市鵜沼羽場町２,名鉄各務原線「羽場」徒歩13分,4LDK+S,212.08,125.05,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_74245687/,2026-02-01,4.0,名鉄各務原線,羽場,13.0
建物,【見学予約受付中】パナソニックホームズの築浅物件＼スムストック住宅です／,3890.0,岐阜県岐阜市水海道４,ＪＲ高山本線「長森」徒歩24分,4LDK+S,165.3,72.16,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78482951/,2026-02-01,6.26,ＪＲ高山本線,長森,24.0
建物,◆部屋数が多く、大家族はもちろんの事、親子３世代でも快適に生活できます！,3900.0,岐阜県岐阜市茜部野瀬２,名鉄竹鼻線「西笠松」徒歩21分,7LDK,699.39,196.73,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77417682/,2026-02-01,27.27,名鉄竹鼻線,西笠松,21.0
建物,吹抜けありのおしゃれな令和2年新築の角地築浅美邸！アイランドキッチン！,3980.0,岐阜県各務原市那加不動丘２,名鉄各務原線「各務原市役所前」徒歩8分,4LDK,157.43,105.99,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78203138/,2026-02-01,5.84,名鉄各務原線,各務原市役所前,8.0
建物,＼築５年の美邸／＼デザイン性・機能性にも優れた省エネ住宅「低炭素住宅」／,3980.0,岐阜県各務原市那加不動丘２,名鉄各務原線「各務原市役所前」徒歩9分,4LDK+S,157.43,105.99,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78533817/,2026-02-01,5.84,名鉄各務原線,各務原市役所前,9.0
建物,令和５年築！美邸♪開放感ある吹抜設計！駅・スーパー・小中学校徒歩１０分圏…,4650.0,岐阜県岐阜市月丘町２,名鉄各務原線「田神」徒歩10分,4LDK,159.83,107.64,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78630304/,2026-02-01,2.84,名鉄各務原線,田神,10.0
建物,2Fに洗面室！生活感を見せない空間＆広々LDK◆玄関すっきり！SICあり！,4980.0,岐阜県各務原市那加信長町３,名鉄各務原線「六軒」徒歩8分,4LDK+S,230.25,155.13,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_79031311/,2026-02-01,9.26,名鉄各務原線,六軒,8.0
建物,【車種により6台駐車可能◎】7DKでゲストルームあり！来客があっても安心♪,6380.0,岐阜県岐阜市芥見４,名鉄各務原線「市民公園前」車6.7km,7LDK,823.0,275.11,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78786408/,2026-02-01,29.78,名鉄各務原線,市民公園前,
建物,ガレージ付き７ＬＤＫ！二世帯にも◎敷地２４８坪超！小中学校徒歩１０分圏内！,6380.0,岐阜県岐阜市芥見４,ＪＲ東海道本線「岐阜」バス27分停歩5分,7LDK,823.0,275.11,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78877440/,2026-02-01,29.69,ＪＲ東海道本線,岐阜,
建物,◆整形地◆和室◆リノベーション向き◆小中学校まで徒歩圏内◆閑静な住宅街◆,120.0,岐阜県岐阜市雲竜町,名鉄各務原線「田神」徒歩20分,4LDK,66.11,106.78,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78925061/,2026-02-01,56.71,名鉄各務原線,田神,20.0
建物,日置江 250万円,250.0,岐阜県岐阜市日置江,岐阜バス「日置江１丁目」徒歩10分,7LDK,348.99,171.73,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20036849/,2026-02-01,64.13,岐阜バス,日置江１丁目,10.0
建物,◆成約特典：ヤマダ電機特別割引券◆簡単予約可能◆,300.0,岐阜県岐阜市日野南７,ＪＲ東海道本線「岐阜」バス21分停歩8分,4LDK,70.58,81.68,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78881450/,2026-02-01,32.36,ＪＲ東海道本線,岐阜,
建物,加野６ 350万円,350.0,岐阜県岐阜市加野６,岐阜バス「加野光町」徒歩3分,4K,152.42,47.93,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78854277/,2026-02-01,60.13,岐阜バス,加野光町,3.0
建物,加野７ 350万円,350.0,岐阜県岐阜市加野７,岐阜バス「岩井石原台」徒歩6分,4K,187.64,93.56,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_20036851/,2026-02-01,47.96,岐阜バス,岩井石原台,6.0
建物,上尻毛 380万円,380.0,岐阜県岐阜市上尻毛,岐阜バス「松ノ木（岐阜市）」徒歩6分,5DK,164.71,92.74,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79114122/,2026-02-01,44.62,岐阜バス,松ノ木（岐阜市）,6.0
建物,岩田東１ 390万円,390.0,岐阜県岐阜市岩田東１,名鉄各務原線「新那加」車5.6km,4DK,169.97,74.52,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78557323/,2026-02-01,49.28,名鉄各務原線,新那加,
建物,【プライベート時間も充実できる5DK！】お車2台駐車可能です◎,398.0,岐阜県岐阜市下鵜飼,樽見鉄道「糸貫」徒歩60分,5DK,113.09,82.29,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77689561/,2026-02-01,48.87,樽見鉄道,糸貫,60.0
建物,又丸町畑 400万円,400.0,岐阜県岐阜市又丸町畑,岐阜県岐阜市「又丸柳町」徒歩3分,5DK,120.49,90.28,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79219903/,2026-02-01,47.7,岐阜県岐阜市,又丸柳町,3.0
建物,東南角地！７ＤＫに作業場付き！,450.0,岐阜県羽島郡笠松町田代,名鉄竹鼻線「西笠松」徒歩16分,7DK,123.66,130.52,,https://suumo.jp/chukoikkodate/gifu/sc_hashimagun/nc_78151863/,2026-02-01,60.13,名鉄竹鼻線,西笠松,16.0
