種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大
建物,新築戸建 千秋町加納馬場　全4棟,2890,愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線「石仏」駅まで 徒歩 11分,4LDK,162.94,108.48,,https://sumaity.com/house_new/prop_10015996/,2026/1/8,0,名鉄犬山線,石仏,11,
建物,新築戸建 浅井町大日比野　全3棟,2790,愛知県一宮市浅井町大日比野字東屋敷,名鉄名古屋本線「石刀」駅まで 4km,4LDK,175.55,96.9,,https://sumaity.com/house_new/prop_10035793/,2026/1/8,0,名鉄名古屋本線,石刀,,
建物,新築戸建 浅井町大日比野　全3棟,2790,愛知県一宮市浅井町大日比野字東屋敷,名鉄名古屋本線「石刀」駅まで 4km,4LDK,175.57,96.48,,https://sumaity.com/house_new/prop_10036294/,2026/1/8,0,名鉄名古屋本線,石刀,,
建物,一宮市三条　全1棟,3180,愛知県一宮市三条字小辰己,名鉄尾西線「開明」駅まで 徒歩 30分,3LDK,160.41,114.25,,https://sumaity.com/house_new/prop_10069551/,2026/1/8,0,名鉄尾西線,開明,30,
建物,新築戸建 平和3丁目　全4棟,5130,愛知県一宮市平和３丁目,JR東海道本線「尾張一宮」駅まで 徒歩 14分,4LDK,145.18,129.19,,https://sumaity.com/house_new/prop_10083705/,2026/1/8,0,JR東海道本線,尾張一宮,14,
建物,新築戸建 三条　全5棟,2980,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.99,100.65,,https://sumaity.com/house_new/prop_10083707/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2780,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.98,100.04,,https://sumaity.com/house_new/prop_10083708/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 浅井町大日比野　全3棟,2790,愛知県一宮市浅井町大日比野字東屋敷,名鉄名古屋本線「石刀」駅まで 4km,4LDK,175.55,96.9,,https://sumaity.com/house_new/prop_10083938/,2026/1/8,0,名鉄名古屋本線,石刀,,
建物,新築戸建 浅井町大日比野　全3棟,2790,愛知県一宮市浅井町大日比野字東屋敷,名鉄名古屋本線「石刀」駅まで 4km,4LDK,175.57,96.48,,https://sumaity.com/house_new/prop_10084028/,2026/1/8,0,名鉄名古屋本線,石刀,,
建物,新築戸建 三条　全5棟,2780,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.99,100.04,,https://sumaity.com/house_new/prop_10084075/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 今伊勢町本神戸　全3棟,3580,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 16分,4LDK,179.5,107.24,,https://sumaity.com/house_new/prop_10084595/,2026/1/8,0,名鉄名古屋本線,今伊勢,16,
建物,新築戸建 今伊勢町本神戸　全4棟,3480,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 20分,4LDK,134.17,101.03,,https://sumaity.com/house_new/prop_10084598/,2026/1/8,0,名鉄名古屋本線,今伊勢,20,
建物,新築戸建 三条　全5棟,2780,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.98,102.06,,https://sumaity.com/house_new/prop_10084613/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2980,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.98,99.63,,https://sumaity.com/house_new/prop_10084614/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2780,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.99,100.04,,https://sumaity.com/house_new/prop_9779626/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2780,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.98,102.06,,https://sumaity.com/house_new/prop_9779627/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2980,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.98,99.63,,https://sumaity.com/house_new/prop_9779628/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2980,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.99,100.65,,https://sumaity.com/house_new/prop_9780500/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全5棟,2780,愛知県一宮市三条字山,名鉄尾西線「二子」駅まで 徒歩 35分,4LDK,161.98,100.04,,https://sumaity.com/house_new/prop_9780501/,2026/1/8,0,名鉄尾西線,二子,35,
建物,新築戸建 三条　全4棟,2590,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,159.97,101.25,,https://sumaity.com/house_new/prop_9907968/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 三条　全4棟,2790,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,146.54,104.89,,https://sumaity.com/house_new/prop_9907969/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 三条　全4棟,2490,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,160.08,102.06,,https://sumaity.com/house_new/prop_9907970/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 三条　全4棟,2790,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,146.39,100.84,,https://sumaity.com/house_new/prop_9907971/,2026/1/8,0,名鉄尾西線,開明,17,
建物,リーブルガーデン　一宮市北方町全2棟1号棟,2580,愛知県一宮市北方町北方字狐塚郷,JR東海道本線「木曽川」駅まで 徒歩 21分,4LDK,225.51,100.62,,https://sumaity.com/house_new/prop_9939691/,2026/1/8,0,JR東海道本線,木曽川,21,
建物,新築戸建 今伊勢町本神戸　全4棟,3180,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 20分,4LDK,152.4,106,,https://sumaity.com/house_new/prop_9939881/,2026/1/8,0,名鉄名古屋本線,今伊勢,20,
建物,新築戸建 今伊勢町本神戸　全4棟,3480,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 20分,4LDK,134.17,101.03,,https://sumaity.com/house_new/prop_9940286/,2026/1/8,0,名鉄名古屋本線,今伊勢,20,
建物,新築戸建 大毛　全3棟,2390,愛知県一宮市大毛字光田,名鉄名古屋本線「新木曽川」駅まで 3.1km,4LDK,176.59,95.57,,https://sumaity.com/house_new/prop_9940461/,2026/1/8,0,名鉄名古屋本線,新木曽川,,
建物,一宮市大毛第4　全3棟　1号棟,2290,愛知県一宮市大毛字光田,JR東海道本線「木曽川」駅まで 3km,4LDK,175.98,95.57,,https://sumaity.com/house_new/prop_9968213/,2026/1/8,0,JR東海道本線,木曽川,,
建物,新築戸建　東加賀野井,2190,愛知県一宮市東加賀野井字江西,名鉄尾西線「玉野」駅まで 3.8km,4LDK,173.38,95.58,,https://sumaity.com/house_new/prop_10011236/,2026/1/8,0,名鉄尾西線,玉野,,
建物,新築戸建 今伊勢町本神戸　全3棟,3780,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 16分,4LDK,311.57,96.15,,https://sumaity.com/house_new/prop_10011321/,2026/1/8,0,名鉄名古屋本線,今伊勢,16,
建物,新築戸建 今伊勢町本神戸　全3棟,3580,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 16分,4LDK,179.5,107.24,,https://sumaity.com/house_new/prop_10011323/,2026/1/8,0,名鉄名古屋本線,今伊勢,16,
建物,新築戸建 千秋町加納馬場　全4棟,2990,愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線「石仏」駅まで 徒歩 11分,5LDK,169.13,106,,https://sumaity.com/house_new/prop_10015994/,2026/1/8,0,名鉄犬山線,石仏,11,
建物,新築戸建 浅井町大日比野　全3棟,2790,愛知県一宮市浅井町大日比野字東屋敷,名鉄名古屋本線「石刀」駅まで 4km,4LDK,175.5,95.45,,https://sumaity.com/house_new/prop_10036015/,2026/1/8,0,名鉄名古屋本線,石刀,,
建物,新築戸建 西大海道　全4棟,3195,愛知県一宮市西大海道字柏木,JR東海道本線「尾張一宮」駅まで 3.8km,4LDK,190.34,101.85,,https://sumaity.com/house_new/prop_10056613/,2026/1/8,0,JR東海道本線,尾張一宮,,
建物,新築戸建 西大海道　全4棟,3265,愛知県一宮市西大海道字柏木,JR東海道本線「尾張一宮」駅まで 3.8km,4LDK,213.27,93.36,,https://sumaity.com/house_new/prop_10056914/,2026/1/8,0,JR東海道本線,尾張一宮,,
建物,新築戸建 西大海道　全4棟,2695,愛知県一宮市西大海道字柏木,JR東海道本線「尾張一宮」駅まで 3.8km,3LDK,212.13,100.19,,https://sumaity.com/house_new/prop_10056916/,2026/1/8,0,JR東海道本線,尾張一宮,,
建物,新築戸建 西大海道　全4棟,2395,愛知県一宮市西大海道字柏木,JR東海道本線「尾張一宮」駅まで 3.8km,4LDK,180.24,97.71,,https://sumaity.com/house_new/prop_10056917/,2026/1/8,0,JR東海道本線,尾張一宮,,
建物,新築戸建　あずら3丁目,2692,愛知県一宮市あずら３丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 32分,3LDK,165.23,101.84,,https://sumaity.com/house_new/prop_10084036/,2026/1/8,0,名鉄名古屋本線,妙興寺,32,
建物,新築戸建 今伊勢町馬寄　全5棟,2890,愛知県一宮市今伊勢町馬寄字上畑田,名鉄名古屋本線「石刀」駅まで 徒歩 21分,4LDK,143.55,100.04,,https://sumaity.com/house_new/prop_10084074/,2026/1/8,0,名鉄名古屋本線,石刀,21,
建物,新築戸建 今伊勢町本神戸　全3棟,3480,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 16分,4LDK,170.47,101.03,,https://sumaity.com/house_new/prop_10084594/,2026/1/8,0,名鉄名古屋本線,今伊勢,16,
建物,新築戸建 千秋町加納馬場　全4棟,2890,愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線「石仏」駅まで 徒歩 11分,4LDK,162.94,108.48,,https://sumaity.com/house_new/prop_10084602/,2026/1/8,0,名鉄犬山線,石仏,11,
建物,新築戸建 千秋町加納馬場　全4棟,2790,愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線「石仏」駅まで 徒歩 11分,4LDK,162.64,107.24,,https://sumaity.com/house_new/prop_10084603/,2026/1/8,0,名鉄犬山線,石仏,11,
建物,新築戸建 今伊勢町馬寄　全5棟,2890,愛知県一宮市今伊勢町馬寄字上畑田,名鉄名古屋本線「石刀」駅まで 徒歩 21分,3LDK,143.54,101.31,,https://sumaity.com/house_new/prop_10084611/,2026/1/8,0,名鉄名古屋本線,石刀,21,
建物,新築戸建 浅井町大日比野　全3棟,2790,愛知県一宮市浅井町大日比野字東屋敷,名鉄名古屋本線「石刀」駅まで 4km,4LDK,175.5,95.45,,https://sumaity.com/house_new/prop_10084623/,2026/1/8,0,名鉄名古屋本線,石刀,,
建物,一宮市第1千秋町佐野　全1棟,2880,愛知県一宮市千秋町佐野字農中86-12,名鉄犬山線「石仏」駅まで 徒歩 21分,3LDK,141.65,99.64,,https://sumaity.com/house_new/prop_10092135/,2026/1/8,0,名鉄犬山線,石仏,21,
建物,新築戸建 今伊勢町馬寄　全5棟,2890,愛知県一宮市今伊勢町馬寄字上畑田,名鉄名古屋本線「石刀」駅まで 徒歩 21分,3LDK,143.54,101.31,,https://sumaity.com/house_new/prop_9931138/,2026/1/8,0,名鉄名古屋本線,石刀,21,
建物,新築戸建 今伊勢町馬寄　全5棟,2890,愛知県一宮市今伊勢町馬寄字上畑田,名鉄名古屋本線「石刀」駅まで 徒歩 21分,4LDK,143.55,100.04,,https://sumaity.com/house_new/prop_9931139/,2026/1/8,0,名鉄名古屋本線,石刀,21,
建物,リーブルガーデン　一宮市北方町全2棟2号棟,2580,愛知県一宮市北方町北方字狐塚郷,JR東海道本線「木曽川」駅まで 徒歩 21分,4LDK,244.11,101.03,,https://sumaity.com/house_new/prop_9939687/,2026/1/8,0,JR東海道本線,木曽川,21,
建物,一宮市大毛第4　全3棟　2号棟,2390,愛知県一宮市大毛字光田,JR東海道本線「木曽川」駅まで 3km,4LDK,176.59,95.57,,https://sumaity.com/house_new/prop_9968215/,2026/1/8,0,JR東海道本線,木曽川,,
建物,新築戸建　下沼町3丁目,3090,愛知県一宮市下沼町３丁目,JR東海道本線「尾張一宮」駅まで 徒歩 34分,2LDK,111.96,100.44,,https://sumaity.com/house_new/prop_10003415/,2026/1/8,0,JR東海道本線,尾張一宮,34,
建物,新築戸建 今伊勢町本神戸　全3棟,3480,愛知県一宮市今伊勢町本神戸字筋替,名鉄名古屋本線「今伊勢」駅まで 徒歩 16分,4LDK,170.47,101.03,,https://sumaity.com/house_new/prop_10011322/,2026/1/8,0,名鉄名古屋本線,今伊勢,16,
建物,新築戸建　一宮市大和町南高井第1　1号棟　全2棟,2590,愛知県一宮市大和町南高井字郷中,名鉄名古屋本線「島氏永」駅まで 徒歩 15分,3LDK,212.53,95.58,,https://sumaity.com/house_new/prop_10039327/,2026/1/8,0,名鉄名古屋本線,島氏永,15,
建物,新築戸建　大和町南高井,3890,愛知県一宮市大和町南高井字中ノ町,名鉄名古屋本線「島氏永」駅まで 徒歩 13分,3LDK,200.28,110.42,,https://sumaity.com/house_new/prop_10051095/,2026/1/8,0,名鉄名古屋本線,島氏永,13,
建物,リーブルガーデン　一宮市苅安賀駅西　全1棟,2790,愛知県一宮市萩原町林野字宮浦,名鉄尾西線「苅安賀」駅まで 徒歩 6分,4LDK,173.52,105.17,,https://sumaity.com/house_new/prop_10069552/,2026/1/8,0,名鉄尾西線,苅安賀,6,
建物,一宮市開明　全1棟,3698,愛知県一宮市開明字西出,名鉄尾西線「奥町」駅まで 徒歩 11分,4LDK,132.23,117.96,,https://sumaity.com/house_new/prop_10075355/,2026/1/8,0,名鉄尾西線,奥町,11,
建物,新築戸建 千秋町加納馬場　全4棟,2990,愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線「石仏」駅まで 徒歩 11分,5LDK,179.49,106,,https://sumaity.com/house_new/prop_10083933/,2026/1/8,0,名鉄犬山線,石仏,11,
建物,新築戸建　千秋町穂積塚本,2850,愛知県一宮市千秋町穂積塚本字宮西,名鉄犬山線「石仏」駅まで 徒歩 30分,4LDK,163.17,105.17,,https://sumaity.com/house_new/prop_10084600/,2026/1/8,0,名鉄犬山線,石仏,30,
建物,新築戸建 千秋町加納馬場　全4棟,2990,愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線「石仏」駅まで 徒歩 11分,5LDK,169.13,106,,https://sumaity.com/house_new/prop_10084601/,2026/1/8,0,名鉄犬山線,石仏,11,
建物,新築戸建 今伊勢町馬寄　全5棟,3090,愛知県一宮市今伊勢町馬寄字上畑田,名鉄名古屋本線「石刀」駅まで 徒歩 21分,4LDK,143.56,101.25,,https://sumaity.com/house_new/prop_10084612/,2026/1/8,0,名鉄名古屋本線,石刀,21,
建物,新築戸建　下沼3丁目,3090,愛知県一宮市下沼町３丁目,JR東海道本線「尾張一宮」駅まで 徒歩 34分,2LDK,111.96,100.44,,https://sumaity.com/house_new/prop_10084622/,2026/1/8,0,JR東海道本線,尾張一宮,34,
建物,新築戸建 三条　全4棟,2590,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,159.97,101.25,,https://sumaity.com/house_new/prop_10084947/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 三条　全4棟,2790,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,146.39,100.84,,https://sumaity.com/house_new/prop_10084948/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 三条　全4棟,2490,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,160.08,102.06,,https://sumaity.com/house_new/prop_10084949/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 三条　全4棟,2790,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,146.54,104.89,,https://sumaity.com/house_new/prop_10084950/,2026/1/8,0,名鉄尾西線,開明,17,
建物,新築戸建 今伊勢町馬寄　全5棟,3090,愛知県一宮市今伊勢町馬寄字上畑田,名鉄名古屋本線「石刀」駅まで 徒歩 21分,4LDK,143.56,101.25,,https://sumaity.com/house_new/prop_9931557/,2026/1/8,0,名鉄名古屋本線,石刀,21,
建物,新築戸建 萩原町花井方　全2棟,2490,愛知県一宮市萩原町花井方字平前,名鉄尾西線「二子」駅まで 徒歩 25分,4LDK,164.22,98.01,,https://sumaity.com/house_new/prop_9972864/,2026/1/8,0,名鉄尾西線,二子,25,
建物,新築戸建　千秋町穂積塚本,2850,愛知県一宮市千秋町穂積塚本字宮西,名鉄犬山線「石仏」駅まで 徒歩 30分,4LDK,163.17,105.17,,https://sumaity.com/house_new/prop_9990278/,2026/1/8,0,名鉄犬山線,石仏,30,
建物,新築戸建　萩原町林野,2790,愛知県一宮市萩原町林野字宮浦,名鉄尾西線「苅安賀」駅まで 徒歩 7分,4LDK,173.52,105.17,,https://sumaity.com/house_new/prop_10012276/,2026/1/8,0,名鉄尾西線,苅安賀,7,
建物,一宮市木曽川町黒田III　A棟　新築戸建,3980,愛知県一宮市木曽川町黒田字東針口63-6、63-9,JR東海道本線「木曽川」駅まで 徒歩 3分,5LDK,132.58,87.94,,https://sumaity.com/house_new/prop_10053982/,2026/1/8,0,JR東海道本線,木曽川,3,
建物,新築戸建 一宮市開明　01期全1棟,2790,愛知県一宮市開明字西屋敷,名鉄尾西線「開明」駅まで 徒歩 15分,4LDK,118.53,99.36,,https://sumaity.com/house_new/prop_10087101/,2026/1/8,0,名鉄尾西線,開明,15,
建物,新築戸建 一宮市開明　01期全1棟,2790,愛知県一宮市開明字西屋敷,名鉄尾西線「開明」駅まで 徒歩 15分,4LDK,118.53,99.36,,https://sumaity.com/house_new/prop_10087117/,2026/1/8,0,名鉄尾西線,開明,15,
建物,名鉄名古屋本線「石刀」駅まで 徒歩 18分,2380,愛知県一宮市今伊勢町馬寄,名鉄名古屋本線「石刀」駅まで 徒歩 18分,5LDK,129.08,111.79,,https://sumaity.com/house_new/prop_10102002/,2026/1/8,0,名鉄名古屋本線,石刀,18,
建物,一宮市木曽川町4期　全3棟　1号棟,3999,愛知県一宮市木曽川町黒田字川北17,名鉄名古屋本線「黒田」駅まで 徒歩 8分,5LDK,196.24,104.34,,https://sumaity.com/house_new/prop_9957250/,2026/1/8,0,名鉄名古屋本線,黒田,8,
建物,一宮市起2期　全1棟,2790,愛知県一宮市起字西生出55-3,名鉄名古屋本線「名鉄一宮」駅まで バス 14分 バス停「新栄町」まで 徒歩 4分,4LDK,150.17,97.31,,https://sumaity.com/house_new/prop_10025780/,2026/1/8,0,名鉄名古屋本線,名鉄一宮,,
建物,一宮市木曽川町黒田III　B棟　新築戸建,3980,愛知県一宮市木曽川町黒田字東針口63-6、63-9,JR東海道本線「木曽川」駅まで 徒歩 3分,5LDK,116.33,88.72,,https://sumaity.com/house_new/prop_10052410/,2026/1/8,0,JR東海道本線,木曽川,3,
建物,一宮市木曽川町黒田IV　A棟　新築戸建,4320,愛知県一宮市木曽川町黒田字中野黒191番他,JR東海道本線「木曽川」駅まで 徒歩 4分,5LDK,152.08,123.38,,https://sumaity.com/house_new/prop_10053983/,2026/1/8,0,JR東海道本線,木曽川,4,
建物,一宮市苅安賀駅西　全1棟,2790,愛知県一宮市萩原町林野字宮浦4,名鉄尾西線「苅安賀」駅まで 徒歩 6分,4LDK,173.52,105.17,,https://sumaity.com/house_new/prop_10067917/,2026/1/8,0,名鉄尾西線,苅安賀,6,
建物,新築戸建　萩原町林野,2790,愛知県一宮市萩原町林野字宮浦,名鉄尾西線「苅安賀」駅まで 徒歩 7分,4LDK,173.52,105.17,,https://sumaity.com/house_new/prop_10083936/,2026/1/8,0,名鉄尾西線,苅安賀,7,
建物,新築戸建　大和町南高井,3890,愛知県一宮市大和町南高井字中ノ町,名鉄名古屋本線「島氏永」駅まで 徒歩 13分,3LDK,200.28,110.42,,https://sumaity.com/house_new/prop_10083932/,2026/1/8,0,名鉄名古屋本線,島氏永,13,
建物,新築戸建　大毛,2880,愛知県一宮市大毛字向野,JR東海道本線「木曽川」駅まで 徒歩 37分,4LDK,196.16,112.62,,https://sumaity.com/house_new/prop_10084582/,2026/1/8,0,JR東海道本線,木曽川,37,
建物,新築戸建 南印田町1丁目　全2棟,4980,愛知県一宮市南印田１丁目,JR東海道本線「尾張一宮」駅まで 徒歩 24分,4LDK,147.44,124.22,,https://sumaity.com/house_new/prop_10018763/,2026/1/8,0,JR東海道本線,尾張一宮,24,
建物,新築戸建 南印田町1丁目　全2棟,4980,愛知県一宮市南印田１丁目,JR東海道本線「尾張一宮」駅まで 徒歩 24分,4LDK,145.71,127.54,,https://sumaity.com/house_new/prop_10019459/,2026/1/8,0,JR東海道本線,尾張一宮,24,
建物,新築戸建 南印田町1丁目　全2棟,4980,愛知県一宮市南印田１丁目,JR東海道本線「尾張一宮」駅まで 徒歩 24分,4LDK,145.71,127.54,,https://sumaity.com/house_new/prop_10083703/,2026/1/8,0,JR東海道本線,尾張一宮,24,
建物,新築戸建 南印田町1丁目　全2棟,4980,愛知県一宮市南印田１丁目,JR東海道本線「尾張一宮」駅まで 徒歩 24分,4LDK,147.44,124.22,,https://sumaity.com/house_new/prop_10083704/,2026/1/8,0,JR東海道本線,尾張一宮,24,
建物,新築戸建 萩原町花井方　全2棟,2490,愛知県一宮市萩原町花井方字平前,名鉄尾西線「二子」駅まで 徒歩 25分,4LDK,164.22,98.01,,https://sumaity.com/house_new/prop_10084589/,2026/1/8,0,名鉄尾西線,二子,25,
建物,新築戸建　千秋町佐野,2880,愛知県一宮市千秋町佐野字農中,名鉄犬山線「石仏」駅まで 徒歩 17分,3LDK,141.65,99.64,,https://sumaity.com/house_new/prop_10090615/,2026/1/8,0,名鉄犬山線,石仏,17,
建物,新築戸建　千秋町佐野,2880,愛知県一宮市千秋町佐野字農中,名鉄犬山線「石仏」駅まで 徒歩 17分,3LDK,141.65,99.64,,https://sumaity.com/house_new/prop_10090616/,2026/1/8,0,名鉄犬山線,石仏,17,
建物,新築戸建 猿海道2丁目　全6棟,4180,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,161.32,131.06,,https://sumaity.com/house_new/prop_10060080/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4430,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,166.73,128.61,,https://sumaity.com/house_new/prop_10060519/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4230,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,166.51,127.54,,https://sumaity.com/house_new/prop_10061207/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4080,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,163.91,131.21,,https://sumaity.com/house_new/prop_10061208/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4480,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,179.43,128.64,,https://sumaity.com/house_new/prop_10061209/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4280,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,158.72,127.53,,https://sumaity.com/house_new/prop_10061210/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 萩原町西宮重　全3棟,2980,愛知県一宮市萩原町西宮重字北屋敷,名鉄尾西線「二子」駅まで 徒歩 17分,3LDK,186.53,111.58,,https://sumaity.com/house_new/prop_10083697/,2026/1/8,0,名鉄尾西線,二子,17,
建物,新築戸建　東加賀野井,2190,愛知県一宮市東加賀野井字江西,名鉄尾西線「玉野」駅まで 3.8km,4LDK,173.38,95.58,,https://sumaity.com/house_new/prop_10083709/,2026/1/8,0,名鉄尾西線,玉野,,
建物,新築戸建 猿海道2丁目　全6棟,4280,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,158.72,127.53,,https://sumaity.com/house_new/prop_10084072/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 萩原町西宮重　全3棟,2980,愛知県一宮市萩原町西宮重字北屋敷,名鉄尾西線「二子」駅まで 徒歩 17分,4LDK,292.54,101.62,,https://sumaity.com/house_new/prop_10084584/,2026/1/8,0,名鉄尾西線,二子,17,
建物,新築戸建 萩原町西宮重　全3棟,3080,愛知県一宮市萩原町西宮重字北屋敷,名鉄尾西線「二子」駅まで 徒歩 17分,3LDK,186.53,101.14,,https://sumaity.com/house_new/prop_10084586/,2026/1/8,0,名鉄尾西線,二子,17,
建物,新築戸建 猿海道2丁目　全6棟,4430,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,166.73,128.61,,https://sumaity.com/house_new/prop_10084605/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4230,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,166.51,127.54,,https://sumaity.com/house_new/prop_10084606/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4080,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,163.91,131.21,,https://sumaity.com/house_new/prop_10084607/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4180,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,161.32,131.06,,https://sumaity.com/house_new/prop_10084608/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建 猿海道2丁目　全6棟,4480,愛知県一宮市猿海道２丁目,名鉄名古屋本線「妙興寺」駅まで 徒歩 30分,4LDK,179.43,128.64,,https://sumaity.com/house_new/prop_10084609/,2026/1/8,0,名鉄名古屋本線,妙興寺,30,
建物,新築戸建　木曽川町黒田,3999,愛知県一宮市木曽川町黒田字川北,名鉄名古屋本線「新木曽川」駅まで 徒歩 7分,5LDK,195.58,104.34,,https://sumaity.com/house_new/prop_9958427/,2026/1/8,0,名鉄名古屋本線,新木曽川,7,
建物,新築戸建　一宮市木曽川町3期　5号棟　全6棟,2598,愛知県一宮市木曽川町玉ノ井字四ツ辻東,名鉄尾西線「玉ノ井」駅まで 徒歩 7分,5LDK,150.11,106.4,,https://sumaity.com/house_new/prop_10039948/,2026/1/8,0,名鉄尾西線,玉ノ井,7,
